Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
18,"MA Hersh, MA Johnson","… Guide for Blind People Part 2: Gender and National Analysis of a Multi‐National Survey and the Application of the Survey Results and the Cat Model to Framing Robot …",2012,"Applied bionics and biomechanics","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.3233/ABB-2011-0034","https://scholar.google.com/scholar?cites=9151582529999336028&as_sdt=2005&sciodt=2007&hl=en",128,"2024-09-18 20:22:10","","10.3233/ABB-2011-0034","","",,,,,18,1.50,9,2,12,"… in developing mobile robotic guides for blind and visually impaired people has been limited. … to improve the mobility of blind, visually impaired and deafblind people, Travel Health …","https://onlinelibrary.wiley.com/doi/pdf/10.3233/ABB-2011-0034","https://scholar.google.com/scholar?q=related:XPJH6dLzAH8J:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
116,"M Bousbia-Salah, M Bettayeb, A Larbi","A navigation aid for blind people",2011,"Journal of Intelligent &Robotic …","Springer","https://link.springer.com/article/10.1007/s10846-011-9555-7","https://scholar.google.com/scholar?cites=9863761344382386374&as_sdt=2005&sciodt=2007&hl=en",129,"2024-09-18 20:22:10","","10.1007/s10846-011-9555-7","","",,,,,116,8.92,39,3,13,"… Fully trained guide dogs are expensive. Furthermore, many blind and visually impaired people are … ROVI: a robot for visually impaired for collisionfree navigation. In: Proceedings of the …","https://www.academia.edu/download/72740928/s10846-011-9555-720211015-22723-1bvqe5h.pdf","https://scholar.google.com/scholar?q=related:xkAkqa4e44gJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
14,"MB Dias, A Steinfeld, MB Dias","Future directions in indoor navigation technology for blind travelers",2015,"… wayfinding and navigation","api.taylorfrancis.com","https://api.taylorfrancis.com/content/chapters/edit/download?identifierName=doi&identifierValue=10.1201/b18220-14&type=chapterpdf","https://scholar.google.com/scholar?cites=7238477890006206808&as_sdt=2005&sciodt=2007&hl=en",130,"2024-09-18 20:22:10","","","","",,,,,14,1.56,5,3,9,"… to travel to unfamiliar locations and effectively navigate urban environments. For visually impaired people, travel … sary guidance to blind travelers and also to establish these robot guides …","","https://scholar.google.com/scholar?q=related:WMlWNEo9dGQJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
0,"T Nemes","Development and optimization of a portable guidance system for the blind and visually impaired with the application of artificial intelligence",,"osf.io","","https://osf.io/preprints/8ahyf/","",131,"2024-09-18 20:22:10","","","","",,,,,0,0.00,0,1,,"… Now that the composition and functionality of the blind guide system have been explained in detail, it is safe to say that the goal of creating a navigation helper prototype for the blind …","https://osf.io/8ahyf/download","https://scholar.google.com/scholar?q=related:IHdtBhHT5AUJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
97,"A Ganz, J Schafer, S Gandhi, E Puleo…","PERCEPT indoor navigation system for the blind and visually impaired: architecture and experimentation",2012,"… of telemedicine and …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1155/2012/894869","https://scholar.google.com/scholar?cites=16408534028340831253&as_sdt=2005&sciodt=2007&hl=en",132,"2024-09-18 20:22:10","","10.1155/2012/894869","","",,,,,97,8.08,19,5,12,"… Text To Speech Engine:as PERCEPT system is designed to assist the blind or visually impaired, the … All rights reserved, including rights for text and data mining and training of artificial …","https://onlinelibrary.wiley.com/doi/pdf/10.1155/2012/894869","https://scholar.google.com/scholar?q=related:FSQqPMPStuMJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
4,"M Yashas, KS Maalik, MZM Ashfaq, K De Silva…","Blind guider: An IT solution for visually impaired people",2017,"Int. J. Sci. Res. Pub.","","","https://scholar.google.com/scholar?cites=8030717339700934776&as_sdt=2005&sciodt=2007&hl=en",133,"2024-09-18 20:22:10","CITATION","","","",,,,,4,0.57,1,5,7,"","","https://scholar.google.com/scholar?q=related:eLhxNN_Wcm8J:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
14,"P Costa, H Fernandes, J Barroso…","Obstacle detection and avoidance module for the blind",2016,"2016 World …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7582990/","https://scholar.google.com/scholar?cites=17523787863581883194&as_sdt=2005&sciodt=2007&hl=en",134,"2024-09-18 20:22:10","","","","",,,,,14,1.75,4,4,8,"… , whose global objective is to assist visually impaired people in their navigation on indoor and outdoor environments. This paper is focused mainly on the Computer Vision module of the …","","https://scholar.google.com/scholar?q=related:OnsZiDcAMfMJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
4,"E Yohannes, P Lin, CY Lin…","Robot eye: automatic object detection and recognition using deep attention network to assist blind people",2020,"… on Pervasive Artificial …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9302726/","https://scholar.google.com/scholar?cites=16549262143738694037&as_sdt=2005&sciodt=2007&hl=en",135,"2024-09-18 20:22:10","","","","",,,,,4,1.00,1,4,4,"… developed useful tools for blind people, such as guide dog robots or navigation systems. However… guide dog in pedestrian environments for people who are blind and visually impaired - …","https://www.researchgate.net/profile/Ervin-Yohannes/publication/348250077_Robot_Eye_Automatic_Object_Detection_And_Recognition_Using_Deep_Attention_Network_to_Assist_Blind_People/links/60fa15ee0c2bfa282af5b97a/Robot-Eye-Automatic-Object-Detection-And-Recognition-Using-Deep-Attention-Network-to-Assist-Blind-People.pdf","https://scholar.google.com/scholar?q=related:lUld7DzKquUJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
11,"TA Qureshi, M Rajbhar, Y Pisat, V Bhosale","AI based app for blind people",2021,"Int Res J Eng Technol","academia.edu","https://www.academia.edu/download/68916392/IRJET_V8I3554.pdf","https://scholar.google.com/scholar?cites=12302194052378548895&as_sdt=2005&sciodt=2007&hl=en",136,"2024-09-18 20:22:10","PDF","","","",,,,,11,3.67,3,4,3,"… a low-cost assistive system for the visually impaired and blind people … artificial intelligence in real time to help the visually disabled … The app is capable to assist using voice command to …","https://www.academia.edu/download/68916392/IRJET_V8I3554.pdf","https://scholar.google.com/scholar?q=related:n1rykU8suqoJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
8,"MA Chaurasia, S Rasool, M Afroze, SA Jalal…","Automated navigation system with indoor assistance for blind",2022,"… and Commodity Delivery …","Springer","https://link.springer.com/chapter/10.1007/978-981-16-5411-4_10","https://scholar.google.com/scholar?cites=12437459211105709088&as_sdt=2005&sciodt=2007&hl=en",137,"2024-09-18 20:22:10","","10.1007/978-981-16-5411-4_10","","",,,,,8,4.00,2,5,2,"… of objects and AI to provide real-time navigation to blind. … is to help blind people by giving a sense of artificial vision that … To assist the visually impaired person to navigate from one …","https://www.researchgate.net/profile/Nafees-Ahamad-2/publication/355888098_Impact_of_COVID-19_on_Power_Sector/links/61b5fd9b4b318a6970d6f0aa/Impact-of-COVID-19-on-Power-Sector.pdf#page=122","https://scholar.google.com/scholar?q=related:IKxdikG7mqwJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
0,"T Nemes","… assistant guiding through traffic, Development and optimization of a portable guidance system for the blind and visually impaired with the application of artificial …",2022,"PTB-OAR","oar.ptb.de","https://oar.ptb.de/resources/show/10.7795/320.202205","",138,"2024-09-18 20:22:10","","10.7795/320.202205","","",,,,,0,0.00,0,1,2,"… and the functionality of the blind guide system have been explained in detail, it can be concluded that the aim of creating a navigation helper prototype for the blind has been achieved. …","https://oar.ptb.de/files/download/320.202205.pdf","https://scholar.google.com/scholar?q=related:K-LZqmQpDPcJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
0,"GM Roopa, C Prakash, N Pradeep","Computer Vision-Based Assistive Technology for Blind and Visually Impaired People: A Deep Learning Approach",2023,"… Assistive Technologies for …","books.google.com","https://books.google.com/books?hl=en&lr=&id=uOm3EAAAQBAJ&oi=fnd&pg=PA48&dq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&ots=w9_l2cOA7C&sig=rrIFTZSyLQ6LjEb9mbhdTC9x7zk","",139,"2024-09-18 20:22:10","","","","",,,,,0,0.00,0,3,1,"… is to assist visually impaired persons in detecting and identifying objects. Blind individuals … real-time recognition accuracy for blind individuals to make traveling and mobility easier for …","","https://scholar.google.com/scholar?q=related:Wcm6YSjeYDUJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
4,"S Sowmiya, K Valarmathi…","Snag detection robot for visually impaired steering and blind individuals",2018,"2018 International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8597178/","https://scholar.google.com/scholar?cites=4704203522443263192&as_sdt=2005&sciodt=2007&hl=en",140,"2024-09-18 20:22:10","","","","",,,,,4,0.67,1,3,6,"… Our final goal is to create a robotic system to assist visually impaired folks navigate … travel aid for the blind and visually impaired folks by emerging into the ultrasonic technology. Blind …","","https://scholar.google.com/scholar?q=related:2DxfAi6wSEEJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
4,"J Shen, Z Dong, D Qin, J Lin, Y Li","iVision: an assistive system for the blind based on augmented reality and machine learning",2020,"… Conference, UAHCI 2020, Held as Part …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-49282-3_28","https://scholar.google.com/scholar?cites=481780764981378989&as_sdt=2005&sciodt=2007&hl=en",141,"2024-09-18 20:22:10","","10.1007/978-3-030-49282-3_28","","",,,,,4,1.00,1,5,4,"… The number of blind and visually impaired people increases rapidly … assist blind people can greatly improve their quality of life. Positioning and navigation systems for visually impaired …","","https://scholar.google.com/scholar?q=related:rb9UnA2hrwYJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
0,"D Plikynas","Indoor visual mapping and navigation for blind people",2022,"… International Conference on Machine Vision …","spiedigitallibrary.org","https://www.spiedigitallibrary.org/conference-proceedings-of-spie/12084/120840S/Indoor-visual-mapping-and-navigation-for-blind-people/10.1117/12.2623893.short","",142,"2024-09-18 20:22:10","","10.1117/12.2623893.short","","",,,,,0,0.00,0,1,2,"… , machine vision-based assistive applications are beneficial for blind and visually impaired (… In the unrecognized situation, trained ETA system can either guide around the obstacle or …","","https://scholar.google.com/scholar?q=related:yModJQLl1ikJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
211,"G Lacey, KM Dawson-Howe","The application of robotics to a mobility aid for the elderly blind",1998,"Robotics and Autonomous Systems","Elsevier","https://www.sciencedirect.com/science/article/pii/S0921889098000116","https://scholar.google.com/scholar?cites=4350340462860931923&as_sdt=2005&sciodt=2007&hl=en",143,"2024-09-18 20:22:10","","","","",,,,,211,8.12,106,2,26,"… The robot mobility aid discussed in this paper physically … of robot direction in the same manner as with a guide dog. As of yet … The needs of the infirm blind and visually impaired are quite …","https://mural.maynoothuniversity.ie/16910/1/GL_the%20application.pdf","https://scholar.google.com/scholar?q=related:U5PVFJqDXzwJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
23,"DRDS Freitas","Guidance, navigation and information system especially adapted for blind or partially sighted people",2011,"US Patent App. 13/001,970","Google Patents","https://patents.google.com/patent/US20110172907A1/en","https://scholar.google.com/scholar?cites=2127912738110255161&as_sdt=2005&sciodt=2007&hl=en",144,"2024-09-18 20:22:10","","","","",,,,,23,1.77,23,1,13,"… blind or visually impaired people are severely limited in their rights as citizens and as users/… are used to provide navigation information to blind or visually impaired people in the streets, …","https://patentimages.storage.googleapis.com/pdfs/d97c0dbb331401dc95ec/US20110172907A1.pdf","https://scholar.google.com/scholar?q=related:OTAXdFzdhx0J:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
