IDCLIENTE;EVOLUCION_LCR;DIAS_MORA;COMPORT_INTERNO;ACTIVIDAD;EST_CIVIL;EDAD;RENTA;SEXO;TIPO_VIVIENDA;Salario_Anual;Monto_inicial;
1249;Aumenta Cupo;21;Buen Cliente;Dependiente;Casado;50;5248;M;Propia; $262.400 ; $26.240 ;
1250;Mantiene Cupo;18;Buen Cliente;Independiente;Soltero;43;2899;M;Propia; $307.294 ; $61.459 ;
1251;Mantiene Cupo;18;Buen Cliente;Dependiente;Casado;48;6204;M;Propia; $310.200 ; $31.020 ;
1252;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;30;804;M;Propia; $85.224 ; $8.522 ;
1253;Aumenta Cupo;36;Buen Cliente;Dependiente;Soltero;34;3595;M;Propia; $381.070 ; $38.107 ;
1254;Aumenta Cupo;36;Buen Cliente;Dependiente;Casado;31;5711;M;Propia; $285.550 ; $28.555 ;
1255;Mantiene Cupo;15;Buen Cliente;Independiente;Casado;34;2687;M;Propia; $134.350 ; $26.870 ;
1256;Disminuye Cupo;15;Buen Cliente;Dependiente;Soltero;36;3643;F;Arrienda; $386.158 ; $38.616 ;
1257;Aumenta Cupo;10;Buen Cliente;Dependiente;Soltero;36;2146;F;Arrienda; $227.476 ; $22.748 ;
1258;Disminuye Cupo;10;Buen Cliente;Dependiente;Casado;29;2315;M;Propia; $115.750 ; $11.575 ;
1259;Aumenta Cupo;5;Buen Cliente;Independiente;Casado;38;3448;M;Propia; $172.400 ; $34.480 ;
1260;Aumenta Cupo;15;Buen Cliente;Dependiente;Casado;37;2708;M;Propia; $135.400 ; $13.540 ;
1261;Aumenta Cupo;11;Mal Cliente;Independiente;Soltero;31;1393;F;Arrienda; $147.658 ; $29.532 ;
1262;Mantiene Cupo;10;Mal Cliente;Dependiente;Soltero;33;1275;F;Arrienda; $135.150 ; $13.515 ;
1263;Aumenta Cupo;9;Buen Cliente;Dependiente;Soltero;29;1313;M;Propia; $139.178 ; $13.918 ;
1264;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;35;1493;F;Arrienda; $158.258 ; $15.826 ;
1265;Aumenta Cupo;22;Buen Cliente;Dependiente;Casado;34;2675;M;Propia; $133.750 ; $13.375 ;
1266;Mantiene Cupo;9;Buen Cliente;Dependiente;Casado;30;2118;M;Propia; $105.900 ; $10.590 ;
1267;Aumenta Cupo;36;Buen Cliente;Independiente;Soltero;36;909;M;Propia; $96.354 ; $19.271 ;
1268;Aumenta Cupo;12;Mal Cliente;Dependiente;Soltero;35;1258;F;Arrienda; $133.348 ; $13.335 ;
1269;Aumenta Cupo;15;Mal Cliente;Dependiente;Casado;32;1569;M;Propia; $78.450 ; $7.845 ;
1270;Aumenta Cupo;6;Buen Cliente;Dependiente;Casado;26;1236;M;Propia; $61.800 ; $6.180 ;
1271;Aumenta Cupo;36;Buen Cliente;Dependiente;Casado;58;7678;F;Arrienda; $383.900 ; $38.390 ;
1272;Aumenta Cupo;6;Buen Cliente;Dependiente;Soltero;27;660;F;Propia; $69.960 ; $6.996 ;
1273;Aumenta Cupo;24;Buen Cliente;Dependiente;Casado;55;2835;M;Propia; $141.750 ; $14.175 ;
1274;Aumenta Cupo;24;Buen Cliente;Dependiente;Casado;31;2670;M;Propia; $133.500 ; $13.350 ;
1275;Aumenta Cupo;12;Mal Cliente;Dependiente;Soltero;35;3447;F;Arrienda; $365.382 ; $36.538 ;
1276;Aumenta Cupo;15;Buen Cliente;Dependiente;Soltero;37;3568;F;Arrienda; $378.208 ; $37.821 ;
1277;Mantiene Cupo;21;Buen Cliente;Independiente;Casado;62;3652;M;Propia; $182.600 ; $36.520 ;
1278;Disminuye Cupo;24;Buen Cliente;Dependiente;Soltero;31;3660;F;Arrienda; $387.960 ; $38.796 ;
1279;Mantiene Cupo;9;Buen Cliente;Dependiente;Casado;28;1126;M;Arrienda; $56.300 ; $5.630 ;
1280;Mantiene Cupo;6;Buen Cliente;Dependiente;Soltero;28;683;F;Arrienda; $72.398 ; $7.240 ;
1281;Mantiene Cupo;12;Buen Cliente;Dependiente;Casado;39;2251;F;Arrienda; $112.550 ; $11.255 ;
1282;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;38;4675;F;Arrienda; $495.550 ; $49.555 ;
1283;Mantiene Cupo;21;Buen Cliente;Independiente;Soltero;46;2353;M;Arrienda; $249.418 ; $49.884 ;
1284;Disminuye Cupo;21;Buen Cliente;Dependiente;Soltero;44;3357;F;Arrienda; $355.842 ; $35.584 ;
1285;Aumenta Cupo;6;Buen Cliente;Independiente;Casado;28;672;F;Arrienda; $33.600 ; $6.720 ;
1286;Disminuye Cupo;6;Buen Cliente;Dependiente;Soltero;27;338;M;Propia; $35.828 ; $3.583 ;
1287;Aumenta Cupo;9;Buen Cliente;Dependiente;Casado;44;2697;M;Propia; $134.850 ; $13.485 ;
1288;Aumenta Cupo;9;Buen Cliente;Independiente;Soltero;30;2507;M;Propia; $265.742 ; $53.148 ;
1289;Aumenta Cupo;15;Buen Cliente;Dependiente;Soltero;29;1478;F;Propia; $156.668 ; $15.667 ;
1290;Aumenta Cupo;12;Buen Cliente;Dependiente;Casado;34;3565;M;Propia; $178.250 ; $17.825 ;
1291;Aumenta Cupo;15;Buen Cliente;Dependiente;Soltero;31;2221;F;Arrienda; $235.426 ; $23.543 ;
1292;Aumenta Cupo;6;Buen Cliente;Dependiente;Soltero;60;1898;M;Propia; $201.188 ; $20.119 ;
1293;Mantiene Cupo;6;Mal Cliente;Independiente;Soltero;34;1449;M;Arrienda; $153.594 ; $30.719 ;
1294;Aumenta Cupo;15;Buen Cliente;Dependiente;Soltero;31;960;F;Arrienda; $101.760 ; $10.176 ;
1295;Aumenta Cupo;36;Mal Cliente;Dependiente;Casado;60;8133;F;Arrienda; $406.650 ; $40.665 ;
1296;Aumenta Cupo;9;Buen Cliente;Dependiente;Casado;38;2301;F;Arrienda; $115.050 ; $11.505 ;
1297;Aumenta Cupo;6;Buen Cliente;Independiente;Soltero;29;1743;M;Propia; $184.758 ; $36.952 ;
1298;Mantiene Cupo;12;Buen Cliente;Dependiente;Soltero;30;983;F;Arrienda; $104.198 ; $10.420 ;
1299;Aumenta Cupo;18;Buen Cliente;Dependiente;Soltero;50;2320;F;Propia; $245.920 ; $24.592 ;
1300;Disminuye Cupo;12;Mal Cliente;Dependiente;Soltero;37;339;F;Propia; $35.934 ; $3.593 ;
1301;Mantiene Cupo;24;Buen Cliente;Dependiente;Soltero;47;5152;M;Propia; $546.112 ; $54.611 ;
1302;Mantiene Cupo;24;Buen Cliente;Dependiente;Soltero;50;3749;F;Arrienda; $397.394 ; $39.739 ;
1303;Aumenta Cupo;9;Buen Cliente;Dependiente;Casado;45;3074;M;Propia; $153.700 ; $15.370 ;
1304;Mantiene Cupo;9;Buen Cliente;Dependiente;Soltero;40;745;F;Arrienda; $78.970 ; $7.897 ;
1305;Aumenta Cupo;24;Buen Cliente;Independiente;Soltero;30;1469;F;Propia; $155.714 ; $31.143 ;
1306;Disminuye Cupo;6;Buen Cliente;Dependiente;Casado;28;1374;M;Propia; $68.700 ; $6.870 ;
1307;Aumenta Cupo;6;Mal Cliente;Independiente;Casado;23;783;M;Arrienda; $39.150 ; $7.830 ;
1308;Disminuye Cupo;21;Buen Cliente;Dependiente;Casado;36;2606;F;Arrienda; $130.300 ; $13.030 ;
1309;Aumenta Cupo;54;Mal Cliente;Dependiente;Casado;43;9436;M;Propia; $471.800 ; $47.180 ;
1310;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;30;930;M;Propia; $98.580 ; $9.858 ;
1311;Aumenta Cupo;44;Mal Cliente;Dependiente;Soltero;29;2751;M;Propia; $291.606 ; $29.161 ;
1312;Aumenta Cupo;6;Buen Cliente;Independiente;Soltero;20;250;F;Arrienda; $26.500 ; $5.300 ;
1313;Mantiene Cupo;24;Buen Cliente;Independiente;Soltero;24;1201;M;Propia; $127.306 ; $25.461 ;
1314;Disminuye Cupo;6;Mal Cliente;Independiente;Casado;25;662;M;Propia; $33.100 ; $6.620 ;
1315;Aumenta Cupo;15;Buen Cliente;Dependiente;Soltero;33;1300;M;Propia; $137.800 ; $13.780 ;
1316;Aumenta Cupo;24;Mal Cliente;Independiente;Casado;50;1559;M;Propia; $77.950 ; $15.590 ;
1317;Mantiene Cupo;12;Buen Cliente;Dependiente;Soltero;32;3016;F;Propia; $319.696 ; $31.970 ;
1318;Aumenta Cupo;15;Buen Cliente;Dependiente;Casado;35;1360;M;Propia; $68.000 ; $6.800 ;
1319;Aumenta Cupo;6;Mal Cliente;Independiente;Casado;34;1204;M;Propia; $60.200 ; $12.040 ;
1320;Aumenta Cupo;10;Buen Cliente;Independiente;Soltero;35;1597;M;Propia; $169.282 ; $33.856 ;
1321;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;48;2073;F;Arrienda; $219.738 ; $21.974 ;
1322;Aumenta Cupo;11;Buen Cliente;Independiente;Soltero;51;2142;M;Arrienda; $227.052 ; $45.410 ;
1323;Disminuye Cupo;10;Buen Cliente;Dependiente;Soltero;41;2132;F;Arrienda; $225.992 ; $22.599 ;
1324;Aumenta Cupo;10;Buen Cliente;Independiente;Casado;30;1546;M;Propia; $77.300 ; $15.460 ;
1325;Aumenta Cupo;24;Buen Cliente;Independiente;Soltero;32;1287;F;Arrienda; $136.422 ; $27.284 ;
1326;Aumenta Cupo;10;Buen Cliente;Independiente;Soltero;37;1418;M;Propia; $150.308 ; $30.062 ;
1327;Mantiene Cupo;6;Buen Cliente;Independiente;Soltero;37;1343;M;Propia; $142.358 ; $28.472 ;
1328;Aumenta Cupo;18;Buen Cliente;Independiente;Casado;32;2662;M;Propia; $133.100 ; $26.620 ;
1329;Aumenta Cupo;18;Buen Cliente;Dependiente;Casado;29;6070;M;Propia; $303.500 ; $30.350 ;
1330;Aumenta Cupo;0;Buen Cliente;Dependiente;Soltero;32;1927;F;Arrienda; $204.262 ; $20.426 ;
1331;Aumenta Cupo;18;Mal Cliente;Dependiente;Casado;36;2404;F;Arrienda; $120.200 ; $12.020 ;
1332;Aumenta Cupo;6;Buen Cliente;Dependiente;Casado;30;1554;F;Arrienda; $77.700 ; $7.770 ;
1333;Aumenta Cupo;22;Buen Cliente;Independiente;Soltero;33;1283;F;Arrienda; $135.998 ; $27.200 ;
1334;Aumenta Cupo;24;Buen Cliente;Independiente;Soltero;26;717;F;Propia; $76.002 ; $15.200 ;
1335;Disminuye Cupo;24;Buen Cliente;Dependiente;Soltero;28;1747;M;Propia; $185.182 ; $18.518 ;
1336;Disminuye Cupo;9;Buen Cliente;Dependiente;Soltero;28;1288;M;Propia; $136.528 ; $13.653 ;
1337;Disminuye Cupo;10;Buen Cliente;Independiente;Soltero;34;1038;M;Propia; $110.028 ; $22.006 ;
1338;Aumenta Cupo;10;Buen Cliente;Dependiente;Casado;49;2848;M;Propia; $142.400 ; $14.240 ;
1339;Aumenta Cupo;12;Buen Cliente;Dependiente;Casado;29;1413;M;Propia; $70.650 ; $7.065 ;
1340;Aumenta Cupo;30;Mal Cliente;Dependiente;Casado;57;3077;M;Propia; $153.850 ; $15.385 ;
1341;Disminuye Cupo;24;Mal Cliente;Dependiente;Casado;34;3632;F;Arrienda; $181.600 ; $18.160 ;
1342;Aumenta Cupo;18;Buen Cliente;Dependiente;Soltero;44;3229;M;Propia; $342.274 ; $34.227 ;
1343;Aumenta Cupo;9;Buen Cliente;Independiente;Soltero;34;3577;M;Propia; $379.162 ; $75.832 ;
1344;Aumenta Cupo;12;Buen Cliente;Independiente;Soltero;28;682;F;Arrienda; $72.292 ; $14.458 ;
1345;Aumenta Cupo;10;Buen Cliente;Dependiente;Casado;34;1924;M;Propia; $96.200 ; $9.620 ;
1346;Aumenta Cupo;10;Buen Cliente;Dependiente;Soltero;36;727;M;Propia; $77.062 ; $7.706 ;
1347;Mantiene Cupo;10;Buen Cliente;Independiente;Soltero;28;781;M;Propia; $82.786 ; $16.557 ;
1348;Disminuye Cupo;12;Buen Cliente;Independiente;Casado;37;2121;M;Propia; $106.050 ; $21.210 ;
1349;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;41;701;M;Propia; $74.306 ; $7.431 ;
1350;Aumenta Cupo;10;Buen Cliente;Dependiente;Soltero;28;2069;F;Propia; $219.314 ; $21.931 ;
1351;Aumenta Cupo;24;Buen Cliente;Independiente;Soltero;28;1525;F;Arrienda; $161.650 ; $32.330 ;
1352;Aumenta Cupo;1;Buen Cliente;Independiente;Soltero;60;7629;M;Arrienda; $808.674 ; $161.735 ;
1353;Disminuye Cupo;12;Buen Cliente;Independiente;Soltero;36;3499;F;Arrienda; $370.894 ; $74.179 ;
1354;Aumenta Cupo;6;Buen Cliente;Dependiente;Soltero;35;1346;M;Propia; $142.676 ; $14.268 ;
1355;Aumenta Cupo;36;Buen Cliente;Dependiente;Soltero;44;10477;M;Propia; $1.110.562 ; $111.056 ;
1356;Disminuye Cupo;24;Buen Cliente;Dependiente;Soltero;36;2924;M;Propia; $309.944 ; $30.994 ;
1357;Aumenta Cupo;10;Buen Cliente;Independiente;Soltero;30;1231;M;Propia; $130.486 ; $26.097 ;
1358;Mantiene Cupo;18;Buen Cliente;Independiente;Soltero;30;1961;F;Arrienda; $207.866 ; $41.573 ;
1359;Aumenta Cupo;15;Buen Cliente;Independiente;Casado;37;5045;F;Arrienda; $252.250 ; $50.450 ;
1360;Aumenta Cupo;12;Buen Cliente;Independiente;Casado;36;1255;M;Propia; $62.750 ; $12.550 ;
1361;Disminuye Cupo;12;Buen Cliente;Dependiente;Soltero;33;1858;F;Arrienda; $196.948 ; $19.695 ;
1362;Aumenta Cupo;6;Buen Cliente;Dependiente;Soltero;38;1221;F;Propia; $129.426 ; $12.943 ;
1363;Aumenta Cupo;9;Buen Cliente;Dependiente;Soltero;39;1388;F;Arrienda; $147.128 ; $14.713 ;
1364;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;36;2279;M;Propia; $241.574 ; $24.157 ;
1365;Aumenta Cupo;12;Mal Cliente;Dependiente;Casado;37;2759;M;Propia; $137.950 ; $13.795 ;
1366;Mantiene Cupo;24;Buen Cliente;Dependiente;Soltero;31;1258;F;Arrienda; $133.348 ; $13.335 ;
1367;Mantiene Cupo;12;Mal Cliente;Dependiente;Casado;39;1410;M;Propia; $70.500 ; $7.050 ;
1368;Disminuye Cupo;15;Buen Cliente;Independiente;Soltero;31;1403;F;Arrienda; $148.718 ; $29.744 ;
1369;Disminuye Cupo;24;Buen Cliente;Dependiente;Casado;34;3021;M;Arrienda; $151.050 ; $15.105 ;
1370;Disminuye Cupo;24;Buen Cliente;Independiente;Soltero;55;6568;F;Propia; $696.208 ; $139.242 ;
1371;Aumenta Cupo;24;Buen Cliente;Dependiente;Casado;38;2578;M;Propia; $128.900 ; $12.890 ;
1372;Mantiene Cupo;24;Buen Cliente;Dependiente;Soltero;36;7758;F;Arrienda; $822.348 ; $82.235 ;
1373;Disminuye Cupo;6;Buen Cliente;Dependiente;Soltero;27;343;F;Arrienda; $36.358 ; $3.636 ;
1374;Aumenta Cupo;21;Buen Cliente;Dependiente;Soltero;37;1591;M;Propia; $168.646 ; $16.865 ;
1375;Disminuye Cupo;27;Buen Cliente;Dependiente;Casado;36;3416;M;Propia; $170.800 ; $17.080 ;
1376;Disminuye Cupo;12;Mal Cliente;Dependiente;Casado;35;1108;M;Propia; $55.400 ; $5.540 ;
1377;Mantiene Cupo;55;Buen Cliente;Dependiente;Casado;33;5965;M;Propia; $298.250 ; $29.825 ;
1378;Mantiene Cupo;15;Buen Cliente;Dependiente;Soltero;30;1514;M;Propia; $160.484 ; $16.048 ;
1379;Aumenta Cupo;30;Mal Cliente;Dependiente;Casado;55;6742;M;Propia; $337.100 ; $33.710 ;
1380;Disminuye Cupo;18;Buen Cliente;Dependiente;Soltero;32;3650;F;Arrienda; $386.900 ; $38.690 ;
1381;Disminuye Cupo;21;Buen Cliente;Dependiente;Soltero;36;3599;F;Arrienda; $381.494 ; $38.149 ;
1382;Aumenta Cupo;12;Mal Cliente;Independiente;Casado;50;13756;M;Propia; $687.800 ; $137.560 ;
1383;Mantiene Cupo;9;Buen Cliente;Independiente;Casado;25;276;F;Propia; $13.800 ; $2.760 ;
1384;Aumenta Cupo;42;Mal Cliente;Dependiente;Casado;62;4041;M;Propia; $202.050 ; $20.205 ;
1385;Mantiene Cupo;9;Mal Cliente;Dependiente;Soltero;27;458;M;Propia; $48.548 ; $4.855 ;
1386;Mantiene Cupo;9;Buen Cliente;Dependiente;Casado;40;918;F;Arrienda; $45.900 ; $4.590 ;
1387;Aumenta Cupo;24;Buen Cliente;Independiente;Soltero;36;7393;M;Propia; $783.658 ; $156.732 ;
1388;Mantiene Cupo;10;Buen Cliente;Dependiente;Casado;42;1225;M;Propia; $61.250 ; $6.125 ;
1389;Disminuye Cupo;24;Buen Cliente;Dependiente;Casado;50;2812;F;Arrienda; $140.600 ; $14.060 ;
1390;Aumenta Cupo;15;Buen Cliente;Dependiente;Casado;29;3029;M;Propia; $151.450 ; $15.145 ;
1391;Mantiene Cupo;12;Mal Cliente;Independiente;Casado;36;1480;M;Propia; $74.000 ; $14.800 ;
1392;Mantiene Cupo;6;Buen Cliente;Dependiente;Soltero;31;1047;F;Arrienda; $110.982 ; $11.098 ;
1393;Aumenta Cupo;15;Buen Cliente;Dependiente;Soltero;26;1471;M;Propia; $155.926 ; $15.593 ;
1394;Aumenta Cupo;24;Buen Cliente;Dependiente;Casado;33;5511;M;Propia; $275.550 ; $27.555 ;
1395;Mantiene Cupo;9;Buen Cliente;Dependiente;Soltero;33;1206;F;Arrienda; $127.836 ; $12.784 ;
1396;Mantiene Cupo;24;Buen Cliente;Dependiente;Casado;60;6403;M;Propia; $320.150 ; $32.015 ;
1397;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;26;707;M;Propia; $74.942 ; $7.494 ;
1398;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;38;1503;F;Propia; $159.318 ; $15.932 ;
1399;Mantiene Cupo;12;Buen Cliente;Independiente;Casado;49;6078;M;Propia; $303.900 ; $60.780 ;
1400;Mantiene Cupo;27;Buen Cliente;Independiente;Casado;45;2528;F;Arrienda; $126.400 ; $25.280 ;
1401;Mantiene Cupo;12;Buen Cliente;Independiente;Soltero;43;1037;M;Propia; $109.922 ; $21.984 ;
1402;Disminuye Cupo;6;Mal Cliente;Dependiente;Casado;34;1352;F;Arrienda; $67.600 ; $6.760 ;
1403;Aumenta Cupo;0;Buen Cliente;Dependiente;Soltero;28;3181;F;Arrienda; $337.186 ; $33.719 ;
1404;Aumenta Cupo;18;Buen Cliente;Dependiente;Casado;51;4594;M;Propia; $229.700 ; $22.970 ;
1405;Mantiene Cupo;2;Buen Cliente;Independiente;Soltero;54;5381;M;Propia; $570.386 ; $114.077 ;
1406;Aumenta Cupo;15;Buen Cliente;Dependiente;Casado;33;4657;M;Propia; $232.850 ; $23.285 ;
1407;Mantiene Cupo;9;Buen Cliente;Independiente;Soltero;35;1391;F;Propia; $147.446 ; $29.489 ;
1408;Mantiene Cupo;18;Buen Cliente;Independiente;Soltero;39;1913;F;Propia; $202.778 ; $40.556 ;
1409;Aumenta Cupo;42;Buen Cliente;Dependiente;Soltero;49;7166;F;Propia; $759.596 ; $75.960 ;
1410;Aumenta Cupo;13;Buen Cliente;Dependiente;Soltero;43;1409;F;Arrienda; $149.354 ; $14.935 ;
1411;Aumenta Cupo;24;Buen Cliente;Independiente;Soltero;43;2978;M;Propia; $315.668 ; $63.134 ;
1412;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;34;976;M;Propia; $103.456 ; $10.346 ;
1413;Aumenta Cupo;24;Buen Cliente;Independiente;Soltero;28;2375;M;Propia; $251.750 ; $50.350 ;
1414;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;28;522;M;Propia; $55.332 ; $5.533 ;
1415;Aumenta Cupo;28;Buen Cliente;Dependiente;Casado;40;2743;M;Propia; $137.150 ; $13.715 ;
1416;Aumenta Cupo;11;Buen Cliente;Dependiente;Soltero;33;1154;F;Arrienda; $122.324 ; $12.232 ;
1417;Aumenta Cupo;24;Buen Cliente;Dependiente;Casado;37;5804;M;Propia; $290.200 ; $29.020 ;
1418;Aumenta Cupo;18;Buen Cliente;Dependiente;Soltero;31;1169;M;Propia; $123.914 ; $12.391 ;
1419;Disminuye Cupo;15;Buen Cliente;Dependiente;Casado;48;1478;M;Propia; $73.900 ; $7.390 ;
1420;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;31;776;F;Propia; $82.256 ; $8.226 ;
1421;Mantiene Cupo;11;Buen Cliente;Independiente;Soltero;32;1322;F;Arrienda; $140.132 ; $28.026 ;
1422;Mantiene Cupo;16;Buen Cliente;Independiente;Soltero;28;1175;M;Propia; $124.550 ; $24.910 ;
1423;Aumenta Cupo;12;Buen Cliente;Independiente;Soltero;31;2133;F;Arrienda; $226.098 ; $45.220 ;
1424;Aumenta Cupo;15;Buen Cliente;Dependiente;Soltero;47;1829;M;Propia; $193.874 ; $19.387 ;
1425;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;33;717;M;Propia; $76.002 ; $7.600 ;
1426;Mantiene Cupo;39;Mal Cliente;Dependiente;Casado;48;11760;M;Propia; $588.000 ; $58.800 ;
1427;Mantiene Cupo;9;Buen Cliente;Dependiente;Soltero;28;1501;F;Arrienda; $159.106 ; $15.911 ;
1428;Disminuye Cupo;12;Buen Cliente;Dependiente;Soltero;35;1200;F;Arrienda; $127.200 ; $12.720 ;
1429;Mantiene Cupo;9;Buen Cliente;Independiente;Soltero;47;3195;F;Arrienda; $338.670 ; $67.734 ;
1430;Aumenta Cupo;30;Buen Cliente;Dependiente;Casado;49;4530;F;Arrienda; $226.500 ; $22.650 ;
1431;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;30;1555;M;Propia; $164.830 ; $16.483 ;
1432;Mantiene Cupo;15;Buen Cliente;Independiente;Casado;38;2326;M;Propia; $116.300 ; $23.260 ;
1433;Mantiene Cupo;18;Buen Cliente;Independiente;Soltero;49;1887;F;Propia; $200.022 ; $40.004 ;
1434;Aumenta Cupo;12;Buen Cliente;Independiente;Soltero;30;1264;M;Propia; $133.984 ; $26.797 ;
1435;Aumenta Cupo;7;Buen Cliente;Dependiente;Soltero;25;846;M;Arrienda; $89.676 ; $8.968 ;
1436;Aumenta Cupo;15;Buen Cliente;Dependiente;Soltero;37;1532;F;Arrienda; $162.392 ; $16.239 ;
1437;Aumenta Cupo;6;Buen Cliente;Dependiente;Soltero;31;935;F;Arrienda; $99.110 ; $9.911 ;
1438;Disminuye Cupo;27;Buen Cliente;Independiente;Soltero;41;2442;M;Propia; $258.852 ; $51.770 ;
1439;Mantiene Cupo;18;Buen Cliente;Independiente;Soltero;53;3590;F;Propia; $380.540 ; $76.108 ;
1440;Aumenta Cupo;21;Buen Cliente;Dependiente;Soltero;35;2288;F;Arrienda; $242.528 ; $24.253 ;
1441;Aumenta Cupo;27;Buen Cliente;Independiente;Casado;48;5117;M;Propia; $255.850 ; $51.170 ;
1442;Disminuye Cupo;39;Mal Cliente;Dependiente;Casado;51;14179;M;Propia; $708.950 ; $70.895 ;
1443;Aumenta Cupo;15;Buen Cliente;Dependiente;Casado;38;1386;F;Propia; $69.300 ; $6.930 ;
1444;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;36;618;M;Propia; $65.508 ; $6.551 ;
1445;Aumenta Cupo;12;Buen Cliente;Dependiente;Casado;36;1574;M;Propia; $78.700 ; $7.870 ;
1446;Aumenta Cupo;6;Buen Cliente;Dependiente;Soltero;30;700;M;Propia; $74.200 ; $7.420 ;
1447;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;32;886;F;Arrienda; $93.916 ; $9.392 ;
1448;Aumenta Cupo;36;Mal Cliente;Dependiente;Casado;53;4686;M;Propia; $234.300 ; $23.430 ;
1449;Mantiene Cupo;9;Buen Cliente;Dependiente;Soltero;34;790;F;Arrienda; $83.740 ; $8.374 ;
1450;Mantiene Cupo;12;Buen Cliente;Dependiente;Soltero;30;766;M;Propia; $81.196 ; $8.120 ;
1451;Disminuye Cupo;20;Buen Cliente;Dependiente;Soltero;30;2212;M;Propia; $234.472 ; $23.447 ;
1452;Mantiene Cupo;10;Buen Cliente;Independiente;Soltero;53;7308;M;Propia; $774.648 ; $154.930 ;
1453;Mantiene Cupo;24;Mal Cliente;Dependiente;Casado;47;5743;F;Arrienda; $287.150 ; $28.715 ;
1454;Disminuye Cupo;14;Buen Cliente;Independiente;Soltero;59;3973;M;Propia; $421.138 ; $84.228 ;
1455;Mantiene Cupo;60;Mal Cliente;Dependiente;Soltero;35;7418;M;Propia; $786.308 ; $78.631 ;
1456;Mantiene Cupo;20;Buen Cliente;Independiente;Casado;35;2629;M;Propia; $131.450 ; $26.290 ;
1457;Mantiene Cupo;18;Buen Cliente;Independiente;Soltero;53;1941;M;Propia; $205.746 ; $41.149 ;
1458;Mantiene Cupo;24;Buen Cliente;Dependiente;Casado;29;2333;M;Propia; $116.650 ; $11.665 ;
1459;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;37;2445;F;Propia; $259.170 ; $25.917 ;
1460;Mantiene Cupo;0;Buen Cliente;Dependiente;Soltero;61;6468;M;Arrienda; $685.608 ; $68.561 ;
1461;Mantiene Cupo;18;Buen Cliente;Dependiente;Soltero;38;7374;M;Propia; $781.644 ; $78.164 ;
1462;Aumenta Cupo;15;Buen Cliente;Dependiente;Soltero;28;3812;F;Arrienda; $404.072 ; $40.407 ;
1463;Disminuye Cupo;28;Buen Cliente;Independiente;Casado;35;4006;M;Propia; $200.300 ; $40.060 ;
1464;Mantiene Cupo;12;Buen Cliente;Independiente;Casado;50;7472;F;Arrienda; $373.600 ; $74.720 ;
1465;Mantiene Cupo;12;Buen Cliente;Dependiente;Soltero;45;1424;F;Arrienda; $150.944 ; $15.094 ;
1466;Mantiene Cupo;12;Buen Cliente;Dependiente;Soltero;38;2028;M;Propia; $214.968 ; $21.497 ;
1467;Aumenta Cupo;15;Mal Cliente;Independiente;Casado;52;5324;F;Arrienda; $266.200 ; $53.240 ;
1468;Mantiene Cupo;36;Mal Cliente;Dependiente;Casado;36;2323;M;Propia; $116.150 ; $11.615 ;
1469;Aumenta Cupo;12;Buen Cliente;Dependiente;Casado;32;1393;M;Propia; $69.650 ; $6.965 ;
1470;Aumenta Cupo;18;Buen Cliente;Dependiente;Soltero;29;1984;M;Propia; $210.304 ; $21.030 ;
1471;Aumenta Cupo;24;Buen Cliente;Dependiente;Soltero;28;999;M;Propia; $105.894 ; $10.589 ;
1472;Aumenta Cupo;36;Buen Cliente;Independiente;Soltero;65;7409;M;Propia; $785.354 ; $157.071 ;
1473;Aumenta Cupo;15;Buen Cliente;Dependiente;Soltero;33;2186;F;Arrienda; $231.716 ; $23.172 ;
1474;Mantiene Cupo;36;Mal Cliente;Dependiente;Casado;58;4473;M;Propia; $223.650 ; $22.365 ;
1475;Aumenta Cupo;24;Buen Cliente;Dependiente;Soltero;33;937;F;Propia; $99.322 ; $9.932 ;
1476;Aumenta Cupo;18;Buen Cliente;Dependiente;Casado;55;3422;M;Propia; $171.100 ; $17.110 ;
1477;Aumenta Cupo;24;Buen Cliente;Dependiente;Casado;36;3105;M;Propia; $155.250 ; $15.525 ;
1478;Aumenta Cupo;12;Buen Cliente;Dependiente;Casado;49;2748;F;Arrienda; $137.400 ; $13.740 ;
1479;Mantiene Cupo;18;Buen Cliente;Dependiente;Soltero;38;3872;F;Arrienda; $410.432 ; $41.043 ;
1480;Aumenta Cupo;27;Buen Cliente;Dependiente;Casado;54;5190;M;Propia; $259.500 ; $25.950 ;
